query|response_before|response_after|reward_before|reward_after
Service was good fast|Service was good fast-paced and delicious. Personal favorite is Kot Want is the sweet food sandwich that I loved every time I go.Great place|Service was good fast-paced anywhere (E.g., I'm not kidding, you want to cook dinner here's talking about sharing it).|0.9927268028259277|0.9865727424621582
Good pizza but can|Good pizza but can't get any better than crap.We've scoured Ohio, and now at Kenny's Pizza (i've known them for|Good pizza but can't deal with that. Out of the two details, Burger's on the menu isn't even one that lets you get past|0.14702452719211578|0.005165648180991411
very small, and crowded,|very small, and crowded, and you can only order the hotdogs which are in house. The home fries were outstanding and great with an Asian spicy kick|very small, and crowded, he knocked the dough down a little too no where, but he was just right at the bottom of the cold spectrum. Although|0.9162219762802124|0.04728258401155472
The food is reasonablly|The food is reasonablly  It is a sweet spot. It is pricey for a second lot of the price but i like the addition of substitutions|The food is reasonablly. They have the same recipe for protein: tasty.Came here on Thursday night and didn't have a massive food coma|0.9656792283058167|0.8967364430427551
$100 for an oil|"$100 for an oil and a beer.Amazing blueberry soup!  Ahiyaki and kale salad a ""less expensive Thai option."" "|$100 for an oil rig breacht, and the combo gets it totally worth it. The three cocktails are great, and I really enjoy their selection|0.9809771180152893|0.9925165772438049
I'd go back. Enough|I'd go back. Enough stuff for a couple pics.I had a good experience at the restaurant. Amazing food and good service. My husband took me|I'd go back. Enough...So that said, on Friday 1, the restaurant moved to a small patio. And in good service. The decor is|0.9927489161491394|0.9030132293701172
Get an espresso drink,|Get an espresso drink, try the ones I've been wanting. They also really boot you in the morning. I tend to get mixed reviews, but|"Get an espresso drink, omg!!!! two stars. 

Four stars for quality, informal atmosphere, and management, attentive convegiy."|0.583772599697113|0.975669801235199
An interesting concept. All|"An interesting concept. All the prices without a doubt are insane.

When I am angry with veganism, I order fresh bread from the bakery"|An interesting concept. All coming here is for an opening before it's time to go. We chose linds, teas, and incredible pl|0.08606243133544922|0.8222728967666626
Really good service. Prices|Really good service. Prices are reasonable too. Prices are reasonable which i am aware of. PokerStars are located on from WUSTO!! Beer is|Really good service. Prices are crazy heavy. The drinks enter a budgety price you pay for. You pay for the beer and alcohol! It's|0.9904601573944092|0.9791404008865356
The Artisan Burger with|The Artisan Burger with Sweet Chai Taiwanese-flavored Lemongrass Mushrooms, Robyn Cheese, Maple Chips, and Iced Tea|The Artisan Burger with Salt and Jasmine Squash. The Salt and Jasmine Paul has it. La Bombilla, Texe Maduro, Mexican|0.04918993264436722|0.05601520091295242
Store closed its doors|Store closed its doors Oct 1, 2016. In a lengthy bout of 'ougathes' for the surrounding community, Things ALL WORK. I|Store closed its doors on 6th, and all five of us knew what we wanted we were going to get. We do need his tell for|0.1891516000032425|0.018369924277067184
It was okay, very|It was okay, very slow, and the night time may allow for some driving in to get in late to get out.My girlfriend and I stopped|It was okay, very clean and lit, I recommend it now. Unfortunately I have to review this restaurant. We were filling COOL after nap time|0.11125402897596359|0.9203908443450928
Parking is a cluster|Parking is a cluster down the hill with about twenty people lined up at the curb as there are a few smaller groups in the front row. |"Parking is a cluster with names like ""Charlie"" and ""Philile,"" and one ""HAL"" and ""Mike."" We were born into"|0.016109619289636612|0.01836966909468174
This place is as|"This place is as small as TF Door but it's water casual.  Great service.Great Midwestern cuisine with vegan options)
Experience the"|This place is as accommodating as Asian House and no we get along like the ate they are as good. The amount of service and phone,|0.988907516002655|0.9256916046142578
Always friendly :) easy|"Always friendly :) easy to find, scared its vegas-crazy.

The serving not OK was the singer soul based an alternative but the"|Always friendly :) easy entertaining fun atmosphere to do my cheeks sweat when I visit Austin(it is small) on the Saturday a/b alike weekend|0.8608945608139038|0.9926438927650452
Superb bagel just wish|Superb bagel just wish I knew meat products and it was fancier.Holy wood too.  This place is the best in the country. L|Superb bagel just wish I could get them on the trek that followed; if you can get one and they even have that pop up in baskets.|0.9907699227333069|0.9818881154060364
Very friendly great service|Very friendly great service and happy hour dessert. Staff was polite; says how they handle all competition in the food court).  The parking garage is|Very friendly great service and spending money on cocktails. The atmosphere is modern, relaxed and subtly soothing. Definitely an official staple of the Capitol, but|0.9908478260040283|0.9920870661735535
Yummy fresh alternative ----|Yummy fresh alternative ---- Of course the eggs--man there was never one bad egg, new flavor, fresh enough to enhance the taste of the dessert|Yummy fresh alternative ---- Black Label Coffee Sushi pretty slow even this delicious tasting makara guyyte at his desk gave me in the potion|0.9909034371376038|0.9231400489807129
Typical Red Robin, so|Typical Red Robin, so unique.  Prices aren't high enough for a casual night, and the lighting doesn't quite match up with the decor.|Typical Red Robin, so that more people are expecting it more often and the whites always want to dance down their private corner whiskier over to a harder|0.0031874277628958225|0.021208424121141434
The food was delicious!|The food was delicious!  I took a little break from what I had expectations.  It is a nice walk into a local brewery that you unfortunately|The food was delicious! Met a LaLiga store, and a bakery, MCE, and got a self-portnoise marker firey|0.9910677075386047|0.9918690919876099
Over priced! But then|Over priced! But then again, not sure if thoroughly authentic!Not the best ramen in town!  No taste or faint flavor whatsoever. |Over priced! But then again, these are silly dumb local place we fucking anything up - she NEEDED MORE THAN2 OF this. It was|0.0038164660800248384|0.002492790576070547
I have to say|I have to say, I have visited both Laos, Grat and the otherworldly menu specially for dumplings, Korean tea, and brunch|I have to say,  the staff is very nice and attentive.  I do see this as a very nice place to cook dinner. |0.9375127553939819|0.9924750924110413
Went here before a|Went here before a solo concert, hung out in the street and lived for quite some time, but the staff has really great general knowledge of tastes|Went here before a game with my hot dog that required walking. The place was full and easy to clean up on all the hot dogs and hot|0.9809445142745972|0.7939152121543884
this is the best|this is the best. But as always, the pork is THE BEST, so be prepared and the ribs are.I've been here twice now|"this is the best"") None of these nasty food trucks to eat when you walk in the next line of 30 minutes in the center of the equation"|0.9849684834480286|0.7923567295074463
went for dim sum|went for dim sum (but not awful style)!  Will definitely be back for more!I give Jap Magic 5 stars because it's my|went for dim sum but also great price. Fish tacos were delicious and presented some very unique ingredients. Chicken tacos are some of the best I have|0.9757592082023621|0.9924919009208679
Nice to look at,|"Nice to look at, kept it a secret since I find it a little lonely inside.ALL the selections have been great!

My favorites are"|"Nice to look at, was an old man who proclaimed the blog would be ""Customer Robin again."" We test this thoroughly every now and then and then"|0.9901899695396423|0.7801983952522278
Friendly service and tasty|Friendly service and tasty greens. If only I could live NYC!Nothing like an average burger that's fresh and tasty.  Keep in mind this|"Friendly service and tasty.

The host was very friendly and helpful over the phone.She did not seem particularly into the seating area, when"|0.9907455444335938|0.9889395833015442
This condo/hotel is okay.|This condo/hotel is okay.  They have small plates for pregnant women and baby babies throughout the pregnancy.  The top choice is their Olacious Tablecl|This condo/hotel is okay. The ceilings are frost-inspiring and the wall. The theme of truth entered me into a covetedly terrible tale of what|0.4484076499938965|0.09863326698541641
Tasty... Odd ambiance of|"Tasty... Odd ambiance of a nice, downy chain restaurant.

Cute little place, large, and healthy. We've had 4 separate"|"Tasty... Odd ambiance of just a couple who are scarf-ish like, per Lamme 

Here you found the horsed boar dancer"|0.9604654312133789|0.09145928174257278
very nice a little|very nice a little clean, and polite and have comedic charm.I love it.  Great beer/restaurant selection and the prices are|"very nice a little klob at home out of the drive-thru.

Need to get a table with the 1. saying"|0.9927102327346802|0.9843632578849792
It's very smokey but|It's very smokey but of course I missed that mom and pop day on Halloween :)  Also, the exception isOMG this is in an infamous|It's very smokey but has a doneness that goes in taking my Dad's sweet tea down in a styrofoam liver and staying at|0.5091530084609985|0.028439613059163094
Old hotel but always|Old hotel but always feel welcome! Service is always friendly, restaurant is clean, good quality, delicious food at night and friendly service in the bar|Old hotel but always million pound oysters. Boston is all about oysters and skyline from suitcase shows.   The bartenders and theater owners|0.9926182627677917|0.4825097322463989
Very fair. Went with|Very fair. Went with a daughter and walked into the store across the street to the Wellesley House. They were able to select 4 (12)|Very fair. Went with 12. I got a new guy who was in the 10th floor of the shop that had better bad reviews on that same|0.36278411746025085|0.07300827652215958
Can't say much more|Can't say much more. I thoroughly enjoyed my meal in a very small (no small) space, and not so famous, but not a huge|Can't say much more as another 6 months later, but nothing has changed many folks from watching country music playing to concert for one of the parks and|0.9902839064598083|0.01659100316464901
Big, clean, carries lots|"Big, clean, carries lots of foods, smiles from kids every day, no dubious bar snacks.

Why did I recommend this place? Because right"|Big, clean, carries lots of easily distributed olive, dead leaves, spears,, and vegetables in the end - pick a!-lf wild goat f|0.9715837836265564|0.0544610433280468
Wifi doesn't work in|Wifi doesn't work in this direction--always try to turn it against you. Lucky for us, the three Spike Stars were both good. And luckily|Wifi doesn't work in that kind of dish( going a few times, not like a restaurant in Vancouver, but I dunno). And that's probably|0.16921165585517883|0.003008379600942135
Here for the ribbon|Here for the ribbon cutting, I was about $25--$35, and I was Nick the bartender, who was really friendly and attentive -|"Here for the ribboncutting, it was all highlights in 24 different ways:

1. Peanut Butter Lemon Snooze
2"|0.9642484784126282|0.0685189962387085
Alright at best staff|Alright at best staff is so knowledgeable and really helpful. We even helped take delivery at our! It was a seating area mainly because it was already|"Alright at best staff that will ignore this very good-but-steak addiction evermore. Broder in the saltine land and avoids """|0.9885718822479248|0.05829918757081032
Server could've been more|"Server could've been more intimate and festive was even better that night.

I didn't come too close, but settled on that evening!
"|"Server could've been more interesting had he sent this to us for lunch anyways. 

Despite being at the convention center, the highest shouting a"|0.9853219985961914|0.5480445027351379
This place seems like|"This place seems like it ran out of wings pretty quickly.

Service was kind of slow, but definitely worth it.Bjana was"|This place seems like it all is all different. I'm not exaggerating. They have open-ended ambience, interior, cool hospitality,|0.12791207432746887|0.6155518889427185
Everything you need for|"Everything you need for a healthy and healthy Eating~

This place has it all! I had my Paleo keto box and she remembered the"|Everything you need for a good Indian restaurant to go.This was my first time coming up. It was delicious. I chose the red roe|0.980114758014679|0.9903602600097656
I thought the whole|I thought the whole Jenga Mojo was better than most Lolita joints around Aloha. My wife and I shared a pitcher of pineapple|I thought the whole menu would be interesting, but the highlight is the tacos. The best part, the shakes--really delicious. Although it is|0.9566867351531982|0.9861778020858765
Great service. Large portions.|Great service. Large portions. Will come againearly next week!What a bright spot! Great food, steaks they super short of anything meat could possibly|Great service. Large portions. Brunch size's too big for middle aged people. Lottie enjoyed.Bakery, but all of it is self|0.9924963712692261|0.923433244228363
Good customer service; however|Good customer service; however, the food was fantastic and it's always fast, especially I love my chicken. What I really liked was it tasted fresh|Good customer service; however, consideration of ordering.  All of the staff are in some way ambassadors of an institution whose job is to serve them in|0.9924325942993164|0.9843515157699585
Hit and miss. Some|Hit and miss. Some reviewers were as irate as others were.  Look for them to give you safe entry into the Caribbean paradise by accident,|Hit and miss. Some of my favourites are the cornbread and the fries.I'm so sorry to fail to review the band why we exist and|0.012211090885102749|0.08089848607778549
I'm glad they put|I'm glad they put up my name on that list of Q&A favs.This is a brisk brisket. It is thick and che|"I'm glad they put up an instant sign you can just look at the sign because the sign reads ""Do games"".

Directions:
"|0.9852839708328247|0.8239356875419617
Pretty good place for|Pretty good place for an early breakfast dinner.This was pretty much the first discover in birthday parties that we had who wanted coffee and a margar|Pretty good place for micro-steak first-hand, and it's jammed with shoestring. The combination gets (reduced), to|0.9862039089202881|0.6303412914276123
the hotel isn't a|"the hotel isn't a chain.  

But I have to admit:  if service was better than the prices we would have been five"|the hotel isn't a typo: It's one of a kind pizza shop. Look forward to trying out your favorite pizza whenever you're in town.|0.1586129516363144|0.9875952005386353
Not bad, not great.|Not bad, not great. Some were bigger than expected.Came here for dinner on my way home from work BUT the one inside a giant oak bar|"Not bad, not great. I really liked how JP was proud of the beers. 

Lots of us ordered tasty varieties and beers, food was"|0.30656570196151733|0.9478768706321716
I can't find anything|I can't find anything like this because its a little far away, so you just can't get it just from the most delicious special. Especially the|I can't find anything to give it to sandwich bar in ages (I wasn't a fan of burger bread pudding, I was). I was wanting|0.41619905829429626|0.004487454891204834
The service took a|The service took a long time to be able to order and occasionally additional food which has been consistently great in service. We will be returning again.|The service took a little up to five minutes. You can tell that it's a very attentive service, with any help was given.  Really|0.9645559191703796|0.9744171500205994
The atmosphere is excellent|"The atmosphere is excellent as well. :) 

I will be back :) 

Like I said, the food tends to be delicious"|"The atmosphere is excellent, even if you come for the Austin gendarmaires. 

The best part of service for Chipotle is"|0.9927327036857605|0.9927355051040649
Laid back atmosphere, fresh|Laid back atmosphere, fresh salmon, fresh crab legs, amazing pizza, and an assortment of beers... and YES... THE CHILDREN?! A|Laid back atmosphere, fresh tuna and Camatino chips. What a good mixture of garlic added to the goldfish is this? On a recommendation of|0.990013599395752|0.7352215051651001
Love this place! Employees|Love this place! Employees seem to be harassing me!!!!! Everything is slowin the pan, but it's clear they have a family of 5.|Love this place! Employees are sweet, friendly and helpful. Don't forget their. I ordered the turkey sandwich to go and couldn't wait to order|0.6184926629066467|0.9926717281341553
Great place to grab|Great place to grab a beer while on a late night snack. Just be careful going to the side entrance...it doesn't work well for me|Great place to grab a drink. It's the best Indian BBQ I've ever had/had and I'm so glad my boyfriend got the ES|0.14174196124076843|0.9924019575119019
Food was excellent. It|Food was excellent. It has all the seasonal fruits and veggies to help you spice up the flavors.  Our group had the scones, the ham|"Food was excellent. It's an understatement.

We split the ice cocktail for an outing, and its huge joining pile of less than 9 in"|0.9921272993087769|0.9884824156761169
Mediocre fish. Super small|"Mediocre fish. Super small fish I appreciated.

The food itself was pretty darn good. Very fresh esp I ordered it though I hate the taste"|Mediocre fish. Super small. US$14 then but $5 or something.  The owner was sweet, football-loving, and maybe it's|0.8800285458564758|0.2943958640098572
Save your money. I|Save your money. I've also tried Swagliu Bismack, Dead Stick and the Sea Brisket, both from Sam's.|"Save your money. I put the way I would put music on a bed at night night that can be misleading,"" Meier said. ""It's not"|0.08892176300287247|0.01593765988945961
It's diner food for|It's diner food for deaf women from more than 75 countries. But seriously, if you want to eat like me, then you have to thie|It's diner food for such a sweet dinner b'mon. I'm calling it true black power. They are mostly Mexican- and bleach yellow whiskey|0.20930886268615723|0.9228338599205017
Meh! A bit overpriced|Meh! A bit overpriced but worth the bill!Great place for some coffee.  I was so hungry and hungry.  The server seemed to over|"Meh! A bit overpriced, too.  

I don't actually care much about the vermicelli, which I actually underestimate,"|0.9598173499107361|0.002720759017392993
Its Starbucks. Inside the|Its Starbucks. Inside the store feels quite old, the vibe looks quaint and sleek. I digress, however, the nanWow looks eerily|Its Starbucks. Inside the building itself, there is a pool table. There are so many people here, and it's such a good place to jump|0.03389639034867287|0.9884600639343262
Not impressed. I had|Not impressed. I had chicken and waffles and they were quite good. I highly recommend this place. I did eat there once because i really liked|"Not impressed. I had to give it a try.

Best part: good food and great service. Definitely the best salad I've ever eaten"|0.555576741695404|0.7922994494438171
Boneless Wings had a|Boneless Wings had a great flavor. Served with a great balance of chicken and vegetables. We recommend this restaurant if you are on a budget.|Boneless Wings had a nice white sauce with apple and nutmeg spice added to it. The honey-white sauce added a bit of spice along with|0.9915790557861328|0.3074067234992981
Compare to others in|Compare to others in Boston, and therefore has a right to cancel out my reservation.Fun place to study in Cambridge, not a guerilla|Compare to others in beer loving circles ((whatever that is) this is amazing at trying to find a good hankering for a great beer.|0.3710280656814575|0.9881717562675476
Pricy, but not so|Pricy, but not so much lengthened it. The next taco was hecka juicy...shout out to the owner/co-worker who|Pricy, but not so much that was in the red wider sink above and beyond. Turkey crumbled into this one, rumbling into one of the|0.9645547270774841|0.023888112977147102
Very good food but|Very good food but the portions are just fine  food. Svan-Peylkies broth is good and if you like the fun stuff|"Very good food but never seen the ground floor east of Hubert Clippers. 

The Queso Blvd in Greenfield they are located"|0.9923349022865295|0.8370679020881653
Good location, the room|Good location, the room is mostly gluten free and you very much get a shot of their delicious food.  The food is generally healthier and I really|Good location, the room is heavily heated and heated all down! I arrived immediately my first time here. I was the only one with lcons while|0.9903464913368225|0.978808581829071
I've ordered their pizza|I've ordered their pizza here and always plenty of room for seating if they're not cramped or are not stumped by the time they open. |I've ordered their pizza and I couldn't say an open mouth about OJ and it was incredible! They took care of this wonderful customer service by|0.7140951752662659|0.9927859902381897
Nice little place with|Nice little place with an extravagant price tag. Lots of room for half anyone.Love this place. The selection has always been iconic. On a|Nice little place with a nice large party worth a good chunk of money and large dessert snacks. I took coupons and offered a pizza for free for|0.9926102757453918|0.9720470905303955
= = = =|"= = = = = ; ) ) ) ) )
With m Conservative mash being the most popular to me (more recent than Southerners"|= = = = = = = = = = = = = = = = = = = = = = = = = = = = =|0.23459558188915253|0.018394455313682556
I only like this|I only like this place so much I didn't have to give 4 per group. She's a foodie with a smile!!! Their food is|I only like this in my previous 5 recommended places -- you can bring your own infant (which I recommend) but you won't go there either|0.9831584692001343|0.24940168857574463
House cleaning service could|House cleaning service could be expected but unfortunately, this wasn't a perk of all places this is a star or should be called.  We found|House cleaning service could stop me from switching Prices! dish of dumpling that we did not even get mention also bar daw. A great|0.0027974226977676153|0.9351276159286499
I added another star|I added another star to my list. My buddy Yelper introduced me to Bento James, a real Gaslight of a Typical Cowboy focused on|"I added another star to my review of a Roasted Duck sandwich. 
The first time I ordered Naan and a red distressed soup was"|0.8890842795372009|0.7432224154472351
Great pizza and wings|"Great pizza and wings available until delivery is off the water, and I have never been disappointed! 

Pizza Bistro is to"|"Great pizza and wings
So, I definitely would return.We haven't been to the Land of the Moon or the Brewery - and my expectations"|0.9918603301048279|0.9894513487815857
Have eaten there many|Have eaten there many times because it is the perfect location. The restaurant was remodeled to the former.One of the best Chinese I've had|"Have eaten there many years!

We give it 6 stars because it's so, old school. 
California BBQ sandwich and chicken wings"|0.9927619099617004|0.9850834608078003
Food OK service needs|"Food OK service needs a small kick up from the crowd. Blu excellent.

The singer about to write a chant makes me feel really energ"|"Food OK service needs o reviewSignature. Maybe I should have done it again. 
One little note: The trains are noisy at Logan"|0.9653843641281128|0.009109298698604107
It Was closed but|"It Was closed but checked a few days before the close
I started with the ATL Arancini and it was entrées. It was"|It Was closed but today we were hooked. It was a hole in the wall and a small hole in the wall where the Fresador pork and|0.018787208944559097|0.03170108050107956
Great food, atmosphere, and|"Great food, atmosphere, and I felt GREAT feeling guilty trying it out- that much. 

This deal was good because there isn't much turnover"|Great food, atmosphere, and food quality was good. We were there for lunch with friends and had a great customer service. The food was not just top|0.9751138687133789|0.9927242398262024
Not the best in|"Not the best in Orlando.  Always super friendly

The young woman is SUPER cute and awesome, just walking around the bar commenting what awesome"|"Not the best in Atlanta.

But the food comes from locally sourced, housemade, donuts commonly found in some Brazil, and cheap"|0.9546403288841248|0.032714396715164185
Sub Par for a|Sub Par for a meal was DELICIOUS. Heavenly bursting in flavor and amazing texture. So go for the wait!Delicious! I|Sub Par for a delicious fish appetizer and TEXASFRONT!!! They had their own special type of meat plate tucked away like her desire|0.9922177791595459|0.9609171748161316
It was OK. Service|It was OK. Service was quick and friendly. We've all been looking forward to try other ways.The amount of 9+ course menu options and|It was OK. Service was great. Chris Ken's food cooked to perfection. This Meat Loaf was the ideal burger spot.  We had a|0.9658071994781494|0.9926819205284119
Creative food, poor service.|Creative food, poor service. We only had a few options, but the manager offered our leftover tacos because, good for two, we have a flawless meal|"Creative food, poor service. What can we do have to make a challenge? Beautiful restaurant. 


This place is very quaint, and Briden"|0.48134443163871765|0.3005724549293518
just get the coconut|just get the coconut melt. If I was one of those people that, I'd get it omg drunk or else, I'd actually found|just get the coconut croissant and my broswatch of garlic soup dish.  I went with the pho since it was so cheap|0.08678419888019562|0.37317028641700745
Not too bad for|"Not too bad for one person.Just had the decor of The Windows Room and it looks like it would be fantastic!!!
I was looking for"|"Not too bad for me and the platter was so homemade that I'm pretty sure I'm daydreaming.

If I used to"|0.9894149303436279|0.9725608825683594
Prime rib special is|Prime rib special is suckfire!  Fantastic hot pot with pita bread.   Service is spot on and fast!  Lemon soup is|Prime rib special is my top 5!!The entree is a you name it is one of mine blue corn on american ground - and it|0.9917962551116943|0.9887718558311462
It's a Target. You|It's a Target. You can buy the latte, order dinner, etc., then you can split the hot and their bread pudding, and take one|It's a Target. You've got the best of them to go with your sandwich delivered to your friends' phoobs, breakfast sandwich, and a|0.0891534760594368|0.6280951499938965
Was alright - nothing|Was alright - nothing special, but certainly did not entice me more. I could've enjoyed it delicious had I seen my cock around. But|"Was alright - nothing too thicky, perfectly sliced pork tenderloin. 

We shared the crispy pork, fried beef, covered in"|0.03748106211423874|0.8906189203262329
Terrible Service... It took|Terrible Service... It took more of a good soul to outimate it. Ask for a table and instead of just wiping it down at the window Chris|Terrible Service... It took a while for us to pull away...But after so a few minutes of MooTinytown, it was booked a|0.002925969660282135|0.002806001575663686
Meh. Okay food. Three|Meh. Okay food. Three people also came to the table for my honeymoon (I got 4 days spend in Vancouver, anywhere). Not sure why it|"Meh. Okay food. Three rolls! Whatever you're thinking about this place is spot on. 

One reason I called the store - I got"|0.16279935836791992|0.8905724287033081
Shrimp Tacos Morongos. There|Shrimp Tacos Morongos. There are only a few Mexican spots in Columbus. They have a variety of food including bar food (French fries in Philly), Japanese|"Shrimp Tacos Morongos. There were yet fewer shrimp cooks across the table for this night, but it wasn't so bad whatsoever.

I made the"|0.12365654110908508|0.9487971663475037
This was a really|This was a really good one. They also had a 10 course bottled wine selection recommended in the Harvard Park area. We will be back!W|This was a really great deal. The chicken and bacon on a burger was rare - foods with french fries. I came expecting that some bought coffee|0.9929534792900085|0.9871029257774353
Food was good, atmosphere|Food was good, atmosphere was outstanding! The fried chicken was good, but not a great value at all. There was an interestingly Asian-sounding menu|"Food was good, atmosphere s a great place to eat in. To me, it's a sushi bar. 

Strongly recommend this place"|0.6163198947906494|0.9927632212638855
The food ain't what|"The food ain't what it sounds like.

Food is amazing, and the milkshakes and desserts that come with little slices and readjust"|"The food ain't what I usually eat, mind you and have read the reviews.

the outdoor bathroom was indoor/outdoor which let me"|0.9870360493659973|0.023147063329815865
Very good place -|Very good place - friendly, not a pretentious place with hormones.We stopped in recently in for happy hour and everything was both delicious and fresh|Very good place - clean restaurant - awesome food. 01:30-16:30PM (Order dugger contests are free now! Sold 18|0.992271900177002|0.9921061992645264
decent mexican food at|decent mexican food at $13 for a few sizes. I got a burger and it was quite tasty. I think I got the eggplant x|decent mexican food at the Women's Center in the North End. The food was soooo good that it was at the Enjoyment to be included|0.9337860345840454|0.9897201657295227
Good selection of machines,|Good selection of machines, bathrooms and even cash register come in to deliver meals because of success.  My 10Most Hikerys here in the area|Good selection of machines, merchandise, and apps; you can use the TAS Ice Cold & Fire - as a cool selection of cookies that would gelatin|0.9890100359916687|0.9802291393280029
Very pricy for the|Very pricy for the calorie count. The peppers are slightly greasy. They were ok. Atmosphere is super friendly-nice air conditioning that helps|"Very pricy for the visit, she told me he really enjoyed it.

It is not those dishes, to most people, and for the"|0.9454755783081055|0.9712461233139038
Service is soooo slow!!|Service is soooo slow!! I promised they would open it sooner rather than later; within 5 minutes of the closing time, the server was busy, but|Service is soooo slow!! And they're shutting down the door for lunch!Roh, tell me when! If I lived in South Philly, I|0.004417477175593376|0.003445159178227186
I enjoyed the stromboli.|I enjoyed the stromboli. It was very effective prepared with less than perfect seasoning. It's a long dish and full of flavor. My husband ordered the|I enjoyed the stromboli.This was my first time eating here.  I don't even like this complex in my brain. Oh BAM God,|0.9911305904388428|0.9651070237159729
Cheap eats and a|Cheap eats and a fun atmosphere around Ping Pong. Also go for their very flavor and food. A Numerity Club dinner choice.Too|Cheap eats and a great atmosphere the service was good. Tya worked on Handcrafted, Word Jar, the flavor was the right balance- and|0.953148365020752|0.9901173710823059
#dirties - this was|"#dirties - this was their lucky guest!

Of course, it was the other day and it was like apila! I wondered quite what"|#dirties - this was not in noisy smoke, but that is what steam showering body sucked up in this place. I don't want moms champions|0.9447339177131653|0.0021400288678705692
Great atmosphere, food was|Great atmosphere, food was nice and fresh. The drinks were just okay from the table. Parking is very expensive with all of the parking in the front|"Great atmosphere, food was fast and the experience. 

I've now written earlier that ANYTHING IT WARNED was true.

I"|0.972687304019928|0.9893981218338013
Grade: C\n\nChain food. Okay|Grade: C\n\nChain food. Okay, that's a trap, but what's on it? Actually, if they put new music on their salads? Not at|Grade: C\n\nChain food. Okay, why is that mean? Because I disagree. Isabel had the easy breeze of bringing me into this place. It was so|0.012567526660859585|0.008038724772632122
We got the spa|We got the spa which is a mussels roll. We had the chef's dinner which excellent option, you order the soak in the whole bowl|We got the spaierangeria mousse!!!!! It was excellent. I got the Lava Po - fluffy and without lying in its sweetness.|0.9594558477401733|0.9928051829338074
Always have had good|"Always have had good food for the past year or so.

The place is nice, but I have come here twice in a row and"|Always have had good dinner here!  The later as always the better option. The tasting appetizer was delicious and it was on top of my|0.9891617298126221|0.9929218888282776
Just as good the|Just as good the best. I've had gazpacho and mixed other things with it. My party had xo la plezito|Just as good the vegetable curry(and The Peabody fries on the menu were excellent)   The food was so enjoyable and we will|0.9847614765167236|0.9928315877914429
Love the food and|Love the food and service is great. Every single time we come to Austin, I go herewith a group of 9 to try times. |Love the food and, rather, look to Barbecue. Equipped with good BBQ, white and blue guac aftershuarty. |0.9928313493728638|0.9923905730247498
Eh... Ok, but not|Eh... Ok, but not really. But because there are no details, the food and service are quite good - there's a $3 off I'd|Eh... Ok, but not much to ask but I stop by this or you'll be paying money for goat once! The dishes above the average for|0.9591983556747437|0.01661829464137554
Mediocre taste and horrible|Mediocre taste and horrible serviceI got the Non-Mom sushi with the old velvet rolls rather than the white plastic rolls. They came with eel|Mediocre taste and horrible rolls. The fries are rich but just not crispy. I like that there is a larger single covered area on the table|0.003109319368377328|0.01192729827016592
Great food at a|Great food at a super high price!! Also very friendly bartenders who know what I mean so well. Great lord. Great atmosphere with lots of|"Great food at a much cheaper buffet? Good. 

Man, I thought I gave it 5 stars on this one.  Not because"|0.9928075075149536|0.9831095337867737
The only record store|The only record store in Portland that has been open since WKF was closed opened in 1999.  I have had a figure your have to|The only record store selling Chinese food - but if you are going to park a little, you should stop by the Magic Mall for some food and|0.04135634005069733|0.3527146279811859
Loved this place! I|Loved this place! I really enjoyed everything coming out of that basil building. They also quite a few vegan cafes in the area. Highly recommend.T|Loved this place! I loved Fanta Burger the most I have ever had! Everything was delicious. Love the always spicy flavor! I will definitely come|0.9928277134895325|0.9923802614212036
It was so fun!!|It was so fun!!Without it, the amazing conversations begin, despite their few words. The folks behind the counter are very nice and know that we|It was so fun!! Love the atmosphere with all the acts, I would never predict fashion is good but it's much more in that sense! Definitely|0.9927420616149902|0.9927012920379639
The pizza is always|"The pizza is always nice to ask if you want pizza that is authentic.  

The pizzas are always fresh and made fresh."|The pizza is always  flavorful and delicious.  Yes, the salad refilled with parmesan dressing.  Their pizza was also dry-|0.9802606701850891|0.9249607920646667
Just average food with|Just average food with kid friendly service. The Breakfast Roll is filled with fresh ingredients made to feed a shivering child. Custard rolled just perfect|Just average food with all the excellent vegan pasta, no ingredients or ingredients. Just those zamp had plants with all the vegetable stuff. Bowls|0.9508603811264038|0.3009403944015503
Pretty solid soup dumplings,|Pretty solid soup dumplings, and more veggies and tende.  Steak beef mayo, with  others's names on the sourdough bags|Pretty solid soup dumplings, crab kabob, and ribs. I have been to many locations with great results. Servings are always scratch in between|0.8517822623252869|0.985565721988678
Not impressed! The food|"Not impressed! The food is great, my wife got asada and I had plenty of food...really much everything right. Great service and the """|Not impressed! The food tasted great- the whole Philly iced coffee were also delicious, the owners got intense red wine which made the poppod|0.9097092151641846|0.7242475152015686
Nice experience. Good price.|"Nice experience. Good price.

The fish tacos are also good. That being said, I absolutely love that Fish taco's strong punch, a kick"|Nice experience. Good price. Great food, buffalo chicken, and the buffalo chicken. The BBQ chicken was delicious, and pretty tasty, too. Pretty good|0.9927467703819275|0.9926613569259644
Kind of like a|Kind of like a find for lunch. Owned a car and it was pretty one of the only places that would sell skittish Thai food|Kind of like a secluded section with VOS chips, Asian coffee and vegetables (another pricey option).  I'm sure there's some games|0.5079194903373718|0.07742877304553986
